-200.000000 0.000000 
-196.000000 0.000000 
-192.000000 0.000000 
-188.000000 0.000000 
-184.000000 0.000000 
-180.000000 0.000000 
-176.000000 0.000000 
-172.000000 0.000000 
-168.000000 0.000000 
-164.000000 0.000000 
-160.000000 0.000000 
-156.000000 0.000000 
-152.000000 0.000000 
-148.000000 0.000000 
-144.000000 0.000000 
-140.000000 0.000000 
-136.000000 0.000000 
-132.000000 0.000000 
-128.000000 0.000000 
-124.000000 0.000000 
-120.000000 0.000000 
-116.000000 0.000000 
-112.000000 0.000000 
-108.000000 0.000000 
-104.000000 0.000000 
-100.000000 0.000000 
-96.000000 0.000000 
-92.000000 0.000000 
-88.000000 0.000000 
-84.000000 1.000000 
-80.000000 1.000000 
-76.000000 5.000000 
-72.000000 8.000000 
-68.000000 17.000000 
-64.000000 46.000000 
-60.000000 80.000000 
-56.000000 189.000000 
-52.000000 434.000000 
-48.000000 820.000000 
-44.000000 1398.000000 
-40.000000 2506.000000 
-36.000000 4316.000000 
-32.000000 6649.000000 
-28.000000 9885.000000 
-24.000000 14479.000000 
-20.000000 18873.000000 
-16.000000 23970.000000 
-12.000000 29252.000000 
-8.000000 33214.000000 
-4.000000 35614.000000 
0.000000 36731.000000 
4.000000 35720.000000 
8.000000 32903.000000 
12.000000 29101.000000 
16.000000 24164.000000 
20.000000 18927.000000 
24.000000 14222.000000 
28.000000 10010.000000 
32.000000 6670.000000 
36.000000 4206.000000 
40.000000 2622.000000 
44.000000 1449.000000 
48.000000 781.000000 
52.000000 398.000000 
56.000000 163.000000 
60.000000 109.000000 
64.000000 41.000000 
68.000000 17.000000 
72.000000 4.000000 
76.000000 2.000000 
80.000000 2.000000 
84.000000 1.000000 
88.000000 0.000000 
92.000000 0.000000 
96.000000 0.000000 
100.000000 0.000000 
104.000000 0.000000 
108.000000 0.000000 
112.000000 0.000000 
116.000000 0.000000 
120.000000 0.000000 
124.000000 0.000000 
128.000000 0.000000 
132.000000 0.000000 
136.000000 0.000000 
140.000000 0.000000 
144.000000 0.000000 
148.000000 0.000000 
152.000000 0.000000 
156.000000 0.000000 
160.000000 0.000000 
164.000000 0.000000 
168.000000 0.000000 
172.000000 0.000000 
176.000000 0.000000 
180.000000 0.000000 
184.000000 0.000000 
188.000000 0.000000 
192.000000 0.000000 
196.000000 0.000000 
200.000000 0.000000 
